SECCION,CASILLA,LOCALIDAD,DOMICILIO
341,C6,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
341,C7,CELAYA,"JARDóN DE NIñOS LOS DERECHOS DE LOS NIñOS., JUAN DE LA BARRERA, SIN NÚMERO, COLONIA AMPLIACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES JUAN M BALDERAS Y REVOLUCIóN AGRARIA."
342,B1,CELAYA,"CENTRO DE DESARROLLO COMUNITARIO DE SANTA RITA, AVENIDA MXICO JAPóN, SIN NÚMERO, COLONIA SANTA RITA, CóDIGO POSTAL 38035,CELAYA, GUANAJUATO, ENTRE LAS CALLES TEPIC Y MONTERREY"
342,C1,CELAYA,"CENTRO DE DESARROLLO COMUNITARIO DE SANTA RITA, AVENIDA MXICO JAPóN, SIN NÚMERO, COLONIA SANTA RITA, CóDIGO POSTAL 38035,CELAYA, GUANAJUATO, ENTRE LAS CALLES TEPIC Y MONTERREY"
342,C2,CELAYA,"CENTRO DE DESARROLLO COMUNITARIO DE SANTA RITA, AVENIDA MXICO JAPóN, SIN NÚMERO, COLONIA SANTA RITA, CóDIGO POSTAL 38035,CELAYA, GUANAJUATO, ENTRE LAS CALLES TEPIC Y MONTERREY"
342,C3,CELAYA,"CENTRO DE DESARROLLO COMUNITARIO DE SANTA RITA, AVENIDA MXICO JAPóN, SIN NÚMERO, COLONIA SANTA RITA, CóDIGO POSTAL 38035,CELAYA, GUANAJUATO, ENTRE LAS CALLES TEPIC Y MONTERREY"
342,C4,CELAYA,"CENTRO DE DESARROLLO COMUNITARIO DE SANTA RITA, AVENIDA MXICO JAPóN, SIN NÚMERO, COLONIA SANTA RITA, CóDIGO POSTAL 38035,CELAYA, GUANAJUATO, ENTRE LAS CALLES TEPIC Y MONTERREY"
342,C5,CELAYA,"CENTRO DE DESARROLLO COMUNITARIO DE SANTA RITA, AVENIDA MXICO JAPóN, SIN NÚMERO, COLONIA SANTA RITA, CóDIGO POSTAL 38035,CELAYA, GUANAJUATO, ENTRE LAS CALLES TEPIC Y MONTERREY"
343,B1,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C1,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C2,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C3,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C4,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C5,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C6,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C7,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C8,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C9,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C10,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C11,CELAYA,"ESCUELA SECUNDARIA GENERAL HERMINIO MARTóNEZ ORTEGA, AVENIDA IBERICA SIN NUMERO, COLONIA LOS OLIVOS TERCERA SECCION, CODIGO POSTAL 38037, CELAYA GUANAJUATO, ENTRE AVENIDA BALEARES Y ARICA."
343,C12,CELAYA,"JARDóN DE NIñOS FRANCISCO EDUARDO TRESGUERRAS, SIERRA DE CARZOLA, NÚMERO 100, LOS OLIVOS 2DA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, ENTRE LAS CALLES CARZOLA Y PASEO DE LOS OLIVOS"
343,C13,CELAYA,"JARDóN DE NIñOS FRANCISCO EDUARDO TRESGUERRAS, SIERRA DE CARZOLA, NÚMERO 100, LOS OLIVOS 2DA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, ENTRE LAS CALLES CARZOLA Y PASEO DE LOS OLIVOS"
343,C14,CELAYA,"JARDóN DE NIñOS FRANCISCO EDUARDO TRESGUERRAS, SIERRA DE CARZOLA, NÚMERO 100, LOS OLIVOS 2DA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, ENTRE LAS CALLES CARZOLA Y PASEO DE LOS OLIVOS"
343,C15,CELAYA,"JARDóN DE NIñOS FRANCISCO EDUARDO TRESGUERRAS, SIERRA DE CARZOLA, NÚMERO 100, LOS OLIVOS 2DA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, ENTRE LAS CALLES CARZOLA Y PASEO DE LOS OLIVOS"
343,C16,CELAYA,"ESCUELA PRIMARIA ENRIQUE COLUNGA, OLIVA, NÚMERO 282, LOS OLIVOS 1RA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, EN EL CIRCUITO PASEO DE LOS OLIVOS"
343,C17,CELAYA,"ESCUELA PRIMARIA ENRIQUE COLUNGA, OLIVA, NÚMERO 282, LOS OLIVOS 1RA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, EN EL CIRCUITO PASEO DE LOS OLIVOS"
343,C18,CELAYA,"ESCUELA PRIMARIA ENRIQUE COLUNGA, OLIVA, NÚMERO 282, LOS OLIVOS 1RA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, EN EL CIRCUITO PASEO DE LOS OLIVOS"
343,C19,CELAYA,"ESCUELA PRIMARIA ENRIQUE COLUNGA, OLIVA, NÚMERO 282, LOS OLIVOS 1RA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, EN EL CIRCUITO PASEO DE LOS OLIVOS"
343,C20,CELAYA,"ESCUELA PRIMARIA ENRIQUE COLUNGA, OLIVA, NÚMERO 282, LOS OLIVOS 1RA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, EN EL CIRCUITO PASEO DE LOS OLIVOS"
343,C21,CELAYA,"ESCUELA PRIMARIA ENRIQUE COLUNGA, OLIVA, NÚMERO 282, LOS OLIVOS 1RA SECCIóN, CóDIGO POSTAL 38037, CELAYA, GUANAJUATO, EN EL CIRCUITO PASEO DE LOS OLIVOS"
344,B1,CELAYA,"SALóN DE FIESTAS, CALLE TUXTLA GUTIERREZ NUMERO 427 COLONIA SANTA RITA, CODIGO POSTAL 38030, CELAYA GUANAJUATO, ENTRE LAS CALLES PUEBLA Y DURANGO"
344,C1,CELAYA,"SALóN DE FIESTAS, CALLE TUXTLA GUTIERREZ NUMERO 427 COLONIA SANTA RITA, CODIGO POSTAL 38030, CELAYA GUANAJUATO, ENTRE LAS CALLES PUEBLA Y DURANGO"
344,C2,CELAYA,"SALóN DE FIESTAS, CALLE TUXTLA GUTIERREZ NUMERO 427 COLONIA SANTA RITA, CODIGO POSTAL 38030, CELAYA GUANAJUATO, ENTRE LAS CALLES PUEBLA Y DURANGO"
344,C3,CELAYA,"SALóN DE FIESTAS, CALLE TUXTLA GUTIERREZ NUMERO 427 COLONIA SANTA RITA, CODIGO POSTAL 38030, CELAYA GUANAJUATO, ENTRE LAS CALLES PUEBLA Y DURANGO"
345,B1,CELAYA,"ESCUELA PRIMARIA URBANA MELCHOR OCAMPO., PLAN DE HOSPICIO, SIN NÚMERO, COLONIA CIUDADELA, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES PLAN DE GUADALUPE Y PLAN DE AGUA PRIETA. A ESPALDAS DEL TEMPLO"
345,C1,CELAYA,"ESCUELA PRIMARIA URBANA MELCHOR OCAMPO., PLAN DE HOSPICIO, SIN NÚMERO, COLONIA CIUDADELA, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, ENTRE LAS CALLES PLAN DE GUADALUPE Y PLAN DE AGUA PRIETA. A ESPALDAS DEL TEMPLO"
346,B1,CELAYA,"JARDIN DE NIñOS JUAN DE LA BARRERA, QUETZAL, NÚMERO 302, COLONIA LAS AVES, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE AVENIDA DE LAS µGUILAS Y CALLE ZENZONTLE"
346,C1,CELAYA,"JARDIN DE NIñOS JUAN DE LA BARRERA, QUETZAL, NÚMERO 302, COLONIA LAS AVES, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE AVENIDA DE LAS µGUILAS Y CALLE ZENZONTLE"
346,C2,CELAYA,"JARDIN DE NIñOS JUAN DE LA BARRERA, QUETZAL, NÚMERO 302, COLONIA LAS AVES, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE AVENIDA DE LAS µGUILAS Y CALLE ZENZONTLE"
348,B1,CELAYA,"DOMICILIO PARTICULAR, CALLE SANTA BARBARA NUMERO 133 COLONIA SAN ANTONIO, CODIGO POSTAL 38010, CELAYA GUANAJUATO, ENTRE LAS CALLES MELCHOR OCAMPO E HIDALGO"
348,C1,CELAYA,"DOMICILIO PARTICULAR, CALLE SANTA BARBARA NUMERO 133 COLONIA SAN ANTONIO, CODIGO POSTAL 38010, CELAYA GUANAJUATO, ENTRE LAS CALLES MELCHOR OCAMPO E HIDALGO"
349,B1,CELAYA,"DOMICILIO PARTICULAR, VIOLETA, NÚMERO 407, COLONIA LINDAVISTA, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE LAS CALLES PINO Y FRESNO."
349,C1,CELAYA,"DOMICILIO PARTICULAR, VIOLETA, NÚMERO 407, COLONIA LINDAVISTA, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE LAS CALLES PINO Y FRESNO."
350,B1,CELAYA,"ESCUELA PRIMARIA PROFESOR ELISEO BANDALA., CAMELIA, NÚMERO 50, COLONIA VALLE HERMOSO, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE LAS CALLES CLAVEL Y MARGARITA."
350,C1,CELAYA,"ESCUELA PRIMARIA PROFESOR ELISEO BANDALA., CAMELIA, NÚMERO 50, COLONIA VALLE HERMOSO, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE LAS CALLES CLAVEL Y MARGARITA."
351,B1,CELAYA,"DOMICILIO PARTICULAR, ANDADOR CRONISTAS NUMERO 903 A COLONIA FOVISSSTE, CODIGO POSTAL 38010, CELAYA GUANAJUATO, ESQUINA ENRICO MARTINEZ ENTRE MANUEL OROZCO Y BERRA Y FRANCISCO JAVIER ALEGRE"
351,C1,CELAYA,"DOMICILIO PARTICULAR, ANDADOR CRONISTAS NUMERO 903 A COLONIA FOVISSSTE, CODIGO POSTAL 38010, CELAYA GUANAJUATO, ESQUINA ENRICO MARTINEZ ENTRE MANUEL OROZCO Y BERRA Y FRANCISCO JAVIER ALEGRE"
352,B1,CELAYA,"ESCUELA PRIMARIA DIEGO RIVERA., LICENCIADO JOS NATIVIDAD MACóAS, NÚMERO 300, COLONIA PROLONGACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE CALLE EULALIO GUTIERREZ Y ANDADOR EMILIANO ZAPATA."
352,C1,CELAYA,"ESCUELA PRIMARIA DIEGO RIVERA., LICENCIADO JOS NATIVIDAD MACóAS, NÚMERO 300, COLONIA PROLONGACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE CALLE EULALIO GUTIERREZ Y ANDADOR EMILIANO ZAPATA."
352,C2,CELAYA,"ESCUELA PRIMARIA DIEGO RIVERA., LICENCIADO JOS NATIVIDAD MACóAS, NÚMERO 300, COLONIA PROLONGACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE CALLE EULALIO GUTIERREZ Y ANDADOR EMILIANO ZAPATA."
352,C3,CELAYA,"ESCUELA PRIMARIA DIEGO RIVERA., LICENCIADO JOS NATIVIDAD MACóAS, NÚMERO 300, COLONIA PROLONGACIóN EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE CALLE EULALIO GUTIERREZ Y ANDADOR EMILIANO ZAPATA."
353,B1,CELAYA,"DOMICILIO PARTICULAR, EUFEMIO ZAPATA NUMERO 208 COLONIA EMILIANO ZAPATA, CODIGO POSTAL 38030, CELAYA GUANAJUATO, ENTRE LAS CALLES GILDARDO MAGAñA Y TIERRA Y LIBERTAD"
353,C1,CELAYA,"DOMICILIO PARTICULAR, EUFEMIO ZAPATA NUMERO 208 COLONIA EMILIANO ZAPATA, CODIGO POSTAL 38030, CELAYA GUANAJUATO, ENTRE LAS CALLES GILDARDO MAGAñA Y TIERRA Y LIBERTAD"
354,B1,CELAYA,"DOMICILIO PARTICULAR, CALLE GENOVEVO DE LA O NUMERO 134 COLONIA EMILIANO ZAPATA, CODIGO POSTAL 38030, CELAYA GUANAJUATO, ENTRE LAS CALLES GILBERTO JARA Y OTILIO MONTAñO"
355,B1,CELAYA,"DOMICILIO PARTICULAR, GILDARDO MAGAñA, NÚMERO 303 A, COLONIA EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES PLAN DE AYALA Y EUFEMIO ZAPATA"
355,C1,CELAYA,"DOMICILIO PARTICULAR, GILDARDO MAGAñA, NÚMERO 303 A, COLONIA EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES PLAN DE AYALA Y EUFEMIO ZAPATA"
355,C2,CELAYA,"DOMICILIO PARTICULAR , EUFEMIO ZAPATA, NÚMERO 113, COLONIA EMILIANO ZAPATA, CóDIGO POSTAL 38030, CELAYA. GUANAJUATO, ENTRE JESéS NAVARRO Y GILDARDO MAGAñA"
356,B1,CELAYA,"JARDóN DE NIñOS DIEGO RIVERA, VILLAS DEL PUEBLECITO, NÚMERO 369, FRACCIONAMIENTO VILLAS REALES, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRANDO AL CIRCUITO A MANO IZQUIERDA AL FONDO"
356,C1,CELAYA,"JARDóN DE NIñOS DIEGO RIVERA, VILLAS DEL PUEBLECITO, NÚMERO 369, FRACCIONAMIENTO VILLAS REALES, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRANDO AL CIRCUITO A MANO IZQUIERDA AL FONDO"
356,C2,CELAYA,"JARDóN DE NIñOS DIEGO RIVERA, VILLAS DEL PUEBLECITO, NÚMERO 369, FRACCIONAMIENTO VILLAS REALES, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRANDO AL CIRCUITO A MANO IZQUIERDA AL FONDO"
356,C3,CELAYA,"JARDóN DE NIñOS DIEGO RIVERA, VILLAS DEL PUEBLECITO, NÚMERO 369, FRACCIONAMIENTO VILLAS REALES, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRANDO AL CIRCUITO A MANO IZQUIERDA AL FONDO"
356,C4,CELAYA,"JARDóN DE NIñOS DIEGO RIVERA, VILLAS DEL PUEBLECITO, NÚMERO 369, FRACCIONAMIENTO VILLAS REALES, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRANDO AL CIRCUITO A MANO IZQUIERDA AL FONDO"
356,C5,CELAYA,"JARDóN DE NIñOS DIEGO RIVERA, VILLAS DEL PUEBLECITO, NÚMERO 369, FRACCIONAMIENTO VILLAS REALES, CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRANDO AL CIRCUITO A MANO IZQUIERDA AL FONDO"
357,B1,CELAYA,"DOMICILIO PARTICULAR, PRESA DE LA BEGOñA 114B, COLONIA ALFREDO V. BONFIL. CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES PRESA DE LA OLLA Y PRESA DEL INFIERNILLO"
357,C1,CELAYA,"DOMICILIO PARTICULAR, PRESA DE LA BEGOñA 114B, COLONIA ALFREDO V. BONFIL. CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES PRESA DE LA OLLA Y PRESA DEL INFIERNILLO"
357,C2,CELAYA,"DOMICILIO PARTICULAR, PRESA DE LA BEGOñA 114B, COLONIA ALFREDO V. BONFIL. CóDIGO POSTAL 38030, CELAYA, GUANAJUATO, ENTRE LAS CALLES PRESA DE LA OLLA Y PRESA DEL INFIERNILLO"
358,B1,CELAYA,"ESCUELA PRIMARIA JOSEFA ORTóZ DE DOMóNGUEZ., FRANCISCO JAVIER ALEGRE, NÚMERO 100, COLONIA FOVISSSTE, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENFRENTE DE LAS CANCHAS Y JUNTO AL TEMPLO"
359,B1,CELAYA,"DOMICILIO PARTICULAR, CALLE ANTONIO GARCóA CUBAS, NÚMERO 601, COLONIA FOVISSSTE, CODIGO POSTAL 38010, CELAYA, GUANAJUATO , ENTRE LAS CALLES BERNAL DIAZ DEL CASTILLO Y FRANCISCO JAVIER CLAVIJERO"
359,C1,CELAYA,"DOMICILIO PARTICULAR , FRAY DIEGO DURAN NUMERO 114 A COLONIA FOVISSSTE, CODIGO POSTAL 38010 CELAYA GUANAJUATO, ENTRE CALLES ANTONIO GARCIA CUBAS Y TEZOZOMOC, CASI FRENTE AL PARQUE"
360,B1,CELAYA,"DOMICILIO PARTICULAR, DALIA, NÚMERO 38 A, COLONIA VALLE HERMOSO, CóDIGO POSTAL 38017, CELAYA, GUANAJUATO, ENTRE LAS CALLES MARGARITA Y CLAVEL. A ESPALDAS DE PRIMARIA ELISEO BANDALA A 2 CUADRAS DEL TEMPLO"
360,C1,CELAYA,"DOMICILIO PARTICULAR, CALLE ROSA, NÚMERO 22, COLONIA VALLE HERMOSO, C.P. 38017, CELAYA, GUANAJUATO, ENTRE LAS CALLES MARGARITA Y CLAVEL"
361,B1,CELAYA,"DOMICILIO PARTICULAR, CERRITOS NÚMERO 126,COLONIA SAN ANTONIO,CóDIGO POSTAL 38010,CELAYA, GUANAJUATO, ENTRE LAS CALLES MIGUEL HIDALGO Y MELCHOR OCAMPO"
361,C1,CELAYA,"DOMICILIO PARTICULAR, CERRITOS NÚMERO 126,COLONIA SAN ANTONIO,CóDIGO POSTAL 38010,CELAYA, GUANAJUATO, ENTRE LAS CALLES MIGUEL HIDALGO Y MELCHOR OCAMPO"
362,B1,CELAYA,"ESCUELA PRIMARIA GENERAL LAZARO CARDENAS, SANTA CLARA,NUMERO 104,COLONIA SAN ANTONIO,CELAYA, CODIGO POSTAL 38010,CELAYA, GUANAJUATO, ENTRE LAS CALLES PLOMO Y SODIO"
362,C1,CELAYA,"ESCUELA PRIMARIA GENERAL LAZARO CARDENAS, SANTA CLARA,NUMERO 104,COLONIA SAN ANTONIO,CELAYA, CODIGO POSTAL 38010,CELAYA, GUANAJUATO, ENTRE LAS CALLES PLOMO Y SODIO"
362,C2,CELAYA,"ESCUELA PRIMARIA GENERAL LAZARO CARDENAS, SANTA CLARA,NUMERO 104,COLONIA SAN ANTONIO,CELAYA, CODIGO POSTAL 38010,CELAYA, GUANAJUATO, ENTRE LAS CALLES PLOMO Y SODIO"
362,C3,CELAYA,"ESCUELA PRIMARIA GENERAL LAZARO CARDENAS, SANTA CLARA,NUMERO 104,COLONIA SAN ANTONIO,CELAYA, CODIGO POSTAL 38010,CELAYA, GUANAJUATO, ENTRE LAS CALLES PLOMO Y SODIO"
363,B1,CELAYA,"ESCUELA PRIMARIA JUSTO SIERRA TURNO MATUTINO, CHILE NÚMERO 203,COLONIA LATINOAMERICANA,CóDIGO POSTAL 38020,CELAYA, GUANAJUATO, ENTRE AVENIDA MXICO Y NICARAGUA"
363,C1,CELAYA,"ESCUELA PRIMARIA JUSTO SIERRA TURNO MATUTINO, CHILE NÚMERO 203,COLONIA LATINOAMERICANA,CóDIGO POSTAL 38020,CELAYA, GUANAJUATO, ENTRE AVENIDA MXICO Y NICARAGUA"
364,B1,CELAYA,"DOMICILIO PARTICULAR, ANDADOR BRASIL, NÚMERO 214, COLONIA LATINOAMERICANA, CóDIGO POSTAL 38020, CELAYA, GUANAJUATO, ENTRE AVENIDA MXICO Y ANDADOR URUGUAY"
364,C1,CELAYA,"DOMICILIO PARTICULAR, ANDADOR BRASIL NUMERO 212 COLONIA LATINOAMERICANA CODIGO POSTAL 38020 CELAYA GUANAJUATO, ENTRE AVENIDA MEXICO Y ANDADOR URUGUAY"
365,B1,CELAYA,"CENTRO DE ATENCIóN MéLTIPLE HENRY WALLON, ANDADOR URUGUAY, SIN NÚMERO,COLONIA LATINOAMRICANA,CóDIGO POSTAL 38020,CELAYA, GUANAJUATO, ENTRE LAS CALLES COLOMBIA Y BOLIVIA"
366,B1,CELAYA,"DOMICILIO PARTICULAR, CALLE DIAMANTE NUMERO 133 COLONIA IMPERIAL, CODIGO POSTAL 38028, CELAYA GUANAJUATO, ENTRE LAS CALLES JORGE NEGRETE Y SIMITRIO CELEDON"
366,C1,CELAYA,"DOMICILIO PARTICULAR, CALLE DIAMANTE NUMERO 133 COLONIA IMPERIAL, CODIGO POSTAL 38028, CELAYA GUANAJUATO, ENTRE LAS CALLES JORGE NEGRETE Y SIMITRIO CELEDON"
366,C2,CELAYA,"DOMICILIO PARTICULAR, CALLE DIAMANTE NUMERO 133 COLONIA IMPERIAL, CODIGO POSTAL 38028, CELAYA GUANAJUATO, ENTRE LAS CALLES JORGE NEGRETE Y SIMITRIO CELEDON"
366,C3,CELAYA,"DOMICILIO PARTICULAR, CALLE DIAMANTE NUMERO 133 COLONIA IMPERIAL, CODIGO POSTAL 38028, CELAYA GUANAJUATO, ENTRE LAS CALLES JORGE NEGRETE Y SIMITRIO CELEDON"
366,C4,CELAYA,"DOMICILIO PARTICULAR, CALLE DIAMANTE NUMERO 133 COLONIA IMPERIAL, CODIGO POSTAL 38028, CELAYA GUANAJUATO, ENTRE LAS CALLES JORGE NEGRETE Y SIMITRIO CELEDON"
367,B1,CELAYA,"ESTACIONAMIENTO CLINICA DEL ISSSTE , AVENIDA EL SAUZ SN, COLONIA SAN JUANICO, CODIGO POSTAL 38020 CELAYA GUANAJUATO, ENTRE LAS CALLES OJO DE GATO Y ESMERALDA"
367,C1,CELAYA,"ESTACIONAMIENTO CLINICA DEL ISSSTE , AVENIDA EL SAUZ SN, COLONIA SAN JUANICO, CODIGO POSTAL 38020 CELAYA GUANAJUATO, ENTRE LAS CALLES OJO DE GATO Y ESMERALDA"
368,B1,CELAYA,"ESCUELA SECUNDARIA GENERAL NÚMERO 5,PROFESOR SALVADOR ZéñIGA CARDONA., ACERINA,NÚMERO 300 A,COLONIA SAN JUANICO,CóDIGO POSTAL 38020,CELAYA, GUANAJUATO, ENTRE LAS CALLES TURMALINA Y CORINDóN."
368,C1,CELAYA,"ESCUELA SECUNDARIA GENERAL NÚMERO 5,PROFESOR SALVADOR ZéñIGA CARDONA., ACERINA,NÚMERO 300 A,COLONIA SAN JUANICO,CóDIGO POSTAL 38020,CELAYA, GUANAJUATO, ENTRE LAS CALLES TURMALINA Y CORINDóN."
369,B1,CELAYA,"ESCUELA SECUNDARIA RAMóN GARCóA GARIBAY, CAMICHIN,NÚMERO 101,COLONIA LOS LAURELES PRIMERA SECCIóN,CóDIGO POSTAL 38020,CELAYA, GUANAJUATO, ENTRE LAS CALLES JACARANDA Y PRIMAVERA."
369,C1,CELAYA,"ESCUELA SECUNDARIA RAMóN GARCóA GARIBAY, CAMICHIN,NÚMERO 101,COLONIA LOS LAURELES PRIMERA SECCIóN,CóDIGO POSTAL 38020,CELAYA, GUANAJUATO, ENTRE LAS CALLES JACARANDA Y PRIMAVERA."
370,B1,CELAYA,"SALON DE USOS MULTIPLES DE LA COLONIA VALLE HERMOSO, CALLE DALIA, NÚMERO 26B, COLONIA VALLE HERMOSO, CODIGO POSTAL 38017, CELAYA GUANAJUATO, A 100 METROS DEL TEMPLO"
370,C1,CELAYA,"SALON DE USOS MULTIPLES DE LA COLONIA VALLE HERMOSO, CALLE DALIA, NÚMERO 26B, COLONIA VALLE HERMOSO, CODIGO POSTAL 38017, CELAYA GUANAJUATO, A 100 METROS DEL TEMPLO"
371,B1,CELAYA,"COLEGIO MANUEL CONCHA MARISTA, AVENIDA TECNOLóGICO, NÚMERO 610, COLONIA VALLE HERMOSO, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, A UN COSTADO DE MCDONALDS"
371,C1,CELAYA,"COLEGIO MANUEL CONCHA MARISTA, AVENIDA TECNOLóGICO, NÚMERO 610, COLONIA VALLE HERMOSO, CóDIGO POSTAL 38010, CELAYA, GUANAJUATO, A UN COSTADO DE MCDONALDS"
372,B1,CELAYA,"ESCUELA SECUNDARIA TCNICA NÚMERO 3, AVENIDA IRRIGACIóN, SIN NÚMERO, COLONIA EXCELARIS, CóDIGO POSTAL 38010,CELAYA, GUANAJUATO, FRENTE A LA UNIVERSIDAD TECNOLóGICA DEL CENTRO DE MXICO. A UN LADO DE LA DEPORTIVA"
372,C1,CELAYA,"ESCUELA SECUNDARIA TCNICA NÚMERO 3, AVENIDA IRRIGACIóN, SIN NÚMERO, COLONIA EXCELARIS, CóDIGO POSTAL 38010,CELAYA, GUANAJUATO, FRENTE A LA UNIVERSIDAD TECNOLóGICA DEL CENTRO DE MXICO. A UN LADO DE LA DEPORTIVA"
